Title,Genre,Actors,Rating
The Midnight Meat Train,"Horror,Mystery","Vinnie Jones, Bradley Cooper, Leslie Bibb, Brooke Shields",6.1
The Twilight Saga: Eclipse,"Adventure,Drama,Fantasy","Kristen Stewart, Robert Pattinson, Taylor Lautner,Xavier Samuel",4.9
Transpecos,Thriller,"Johnny Simmons, Gabriel Luna, Clifton Collins Jr.,David Acord",5.8
What's Your Number?,"Comedy,Romance","Anna Faris, Chris Evans, Ari Graynor, Blythe Danner",6.1
Riddick,"Action,Sci-Fi,Thriller","Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Mollà",6.4
Triangle,"Fantasy,Mystery,Thriller","Melissa George, Joshua McIvor, Jack Taylor,Michael Dorman",6.9
The Butler,"Biography,Drama","Forest Whitaker, Oprah Winfrey, John Cusack, Jane Fonda",7.2
King Cobra,"Crime,Drama","Garrett Clayton, Christian Slater, Molly Ringwald,James Kelley",5.6
After Earth,"Action,Adventure,Sci-Fi","Jaden Smith, David Denman, Will Smith,Sophie Okonedo",4.9
Kicks,Adventure,"Jahking Guillory, Christopher Jordan Wallace,Christopher Meyer, Kofi Siriboe",6.1
Me and Earl and the Dying Girl,"Comedy,Drama","Thomas Mann, RJ Cyler, Olivia Cooke, Nick Offerman",7.8
The Descendants,"Comedy,Drama","George Clooney, Shailene Woodley, Amara Miller, Nick Krause",7.3
Sex and the City 2,"Comedy,Drama,Romance","Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon",4.3
The Kings of Summer,"Adventure,Comedy,Drama","Nick Robinson, Gabriel Basso, Moises Arias,Nick Offerman",7.2
Death Race,"Action,Sci-Fi,Thriller","Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane",6.4
That Awkward Moment,"Comedy,Romance","Zac Efron, Michael B. Jordan, Miles Teller, Imogen Poots",6.2
Legion,"Action,Fantasy,Horror","Paul Bettany, Dennis Quaid, Charles S. Dutton, Lucas Black",5.2
End of Watch,"Crime,Drama,Thriller","Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera",7.7
3 Days to Kill,"Action,Drama,Thriller","Kevin Costner, Hailee Steinfeld, Connie Nielsen, Amber Heard",6.2
Lucky Number Slevin,"Crime,Drama,Mystery","Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu",7.8
Trance,"Crime,Drama,Mystery","James McAvoy, Rosario Dawson, Vincent Cassel,Danny Sapani",7
Into the Forest,"Drama,Sci-Fi,Thriller","Ellen Page, Evan Rachel Wood, Max Minghella,Callum Keith Rennie",5.9
The Other Boleyn Girl,"Biography,Drama,History","Natalie Portman, Scarlett Johansson, Eric Bana,Jim Sturgess",6.7
I Spit on Your Grave,"Crime,Horror,Thriller","Sarah Butler, Jeff Branson, Andrew Howard,Daniel Franzese",6.3
Custody,Drama,"Viola Davis, Hayden Panettiere, Catalina Sandino Moreno, Ellen Burstyn",6.9
Inland Empire,"Drama,Mystery,Thriller","Laura Dern, Jeremy Irons, Justin Theroux, Karolina Gruszka",7
L'odyssée,"Adventure,Biography","Lambert Wilson, Pierre Niney, Audrey Tautou,Laurent Lucas",6.7
The Walk,"Adventure,Biography,Crime","Joseph Gordon-Levitt, Charlotte Le Bon,Guillaume Baillargeon, Émilie Leclerc",7.3
Wrecker,"Action,Horror,Thriller","Anna Hutchison, Andrea Whitburn, Jennifer Koenig,Michael Dickson",3.5
The Lone Ranger,"Action,Adventure,Western","Johnny Depp, Armie Hammer, William Fichtner,Tom Wilkinson",6.5
Texas Chainsaw 3D,"Horror,Thriller","Alexandra Daddario, Tania Raymonde, Scott Eastwood, Trey Songz",4.8
Disturbia,"Drama,Mystery,Thriller","Shia LaBeouf, David Morse, Carrie-Anne Moss, Sarah Roemer",6.9
Rock of Ages,"Comedy,Drama,Musical","Julianne Hough, Diego Boneta, Tom Cruise, Alec Baldwin",5.9
Scream 4,"Horror,Mystery","Neve Campbell, Courteney Cox, David Arquette, Lucy Hale",6.2
Queen of Katwe,"Biography,Drama,Sport","Madina Nalwanga, David Oyelowo, Lupita Nyong'o, Martin Kabanza",7.4
My Big Fat Greek Wedding 2,"Comedy,Family,Romance","Nia Vardalos, John Corbett, Michael Constantine, Lainie Kazan",6
Dark Places,"Drama,Mystery,Thriller","Charlize Theron, Nicholas Hoult, Christina Hendricks, Chloë Grace Moretz",6.2
Amateur Night,Comedy,"Jason Biggs, Janet Montgomery,Ashley Tisdale, Bria L. Murphy",5
It's Only the End of the World,Drama,"Nathalie Baye, Vincent Cassel, Marion Cotillard, Léa Seydoux",7
The Skin I Live In,"Drama,Thriller","Antonio Banderas, Elena Anaya, Jan Cornet,Marisa Paredes",7.6
Miracles from Heaven,"Biography,Drama,Family","Jennifer Garner, Kylie Rogers, Martin Henderson,Brighton Sharbino",7
Annie,"Comedy,Drama,Family","Quvenzhané Wallis, Cameron Diaz, Jamie Foxx, Rose Byrne",5.3
Across the Universe,"Drama,Fantasy,Musical","Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs",7.4
Let's Be Cops,Comedy,"Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev",6.5
Max,"Adventure,Family","Thomas Haden Church, Josh Wiggins, Luke Kleintank,Lauren Graham",6.8
Your Highness,"Adventure,Comedy,Fantasy","Danny McBride, Natalie Portman, James Franco, Rasmus Hardiker",5.6
Final Destination 5,"Horror,Thriller","Nicholas D'Agosto, Emma Bell, Arlen Escarpeta, Miles Fisher",5.9
Endless Love,"Drama,Romance","Gabriella Wilde, Alex Pettyfer, Bruce Greenwood,Robert Patrick",6.3
Martyrs,Horror,"Morjana Alaoui, Mylène Jampanoï, Catherine Bégin,Robert Toupin",7.1
Selma,"Biography,Drama,History","David Oyelowo, Carmen Ejogo, Tim Roth, Lorraine Toussaint",7.5
Underworld: Rise of the Lycans,"Action,Adventure,Fantasy","Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh",6.6
Taare Zameen Par,"Drama,Family,Music","Darsheel Safary, Aamir Khan, Tanay Chheda, Sachet Engineer",8.5
Take Me Home Tonight,"Comedy,Drama,Romance","Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer",6.3
Resident Evil: Afterlife,"Action,Adventure,Horror","Milla Jovovich, Ali Larter, Wentworth Miller,Kim Coates",5.9
Project X,Comedy,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame",6.7
Secret in Their Eyes,"Crime,Drama,Mystery","Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris",6.2
Hostel: Part II,Horror,"Lauren German, Heather Matarazzo, Bijou Phillips, Roger Bart",5.5
Step Up 2: The Streets,"Drama,Music,Romance","Robert Hoffman, Briana Evigan, Cassie Ventura, Adam G. Sevani",6.2
Search Party,"Adventure,Comedy","Adam Pally, T.J. Miller, Thomas Middleditch,Shannon Woodward",5.6
Nine Lives,"Comedy,Family,Fantasy","Kevin Spacey, Jennifer Garner, Robbie Amell,Cheryl Hines",5.3
